IP,MAC,Status,Miner Type,Miner Model,Miner Brand,Logical Zone,Customer,Real-time Power,Real-time Power Unit,ControlBoard Sn,hashBoard SN,PSU SN,Real-time Hashrate,AVG Hashrate,Theoretical Hashrate,Hashrate unit,Factory Hashrate,Hashrate unit,HashBoard Status,HashBoard Hashrate,HashBoard Hashrate1,HashBoard Hashrate2,HashBoard Hashrate3,HashBoard Hashrate4,HashBoard Frequency,Chip Status,Temperature,Fan Speed,Work Mode,PowerType,Firmware Version,Pool 1,Pool 1 Status,Sub-account 1,Pool 2,Pool 2 Status,Sub-account 2,Pool 3,Pool 3 Status,Sub-account 1,Uptime (Second),Last Update,Remarks,Original Type
10.18.12.16,50:d4:48:4b:75:c0,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,4016,W,S127200251905029,"[""S124600251901235"",""S124600251900055"",""S124600251901302""]",1Z250100467,238.26,238.04,243.63,T,228.0,T,"[3,3]","[80.31(1),78.62(2),79.33(3)]",80.31,78.62,79.33,,"[386,377,380]","[459,459]","[70,70,70]","[4740,4744,4770,4744]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x87,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x87,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x87,25509,2025-08-20 09:08:20,,A2
10.18.12.17,50:d4:48:4b:73:ad,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3788,W,S127200251902388,"[""S124600251909701"",""S124600251909741"",""S124600251909774""]",1Z251700755,229.69,229.54,235.19,T,222.0,T,"[3,3]","[74.68(1),77.57(2),77.45(3)]",74.68,77.57,77.45,,"[361,372,370]","[459,459]","[63,68,70]","[4500,4534,4504,4534]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x76,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x76,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x76,25517,2025-08-20 09:08:20,,A2
10.18.12.18,50:d4:48:4b:68:9a,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,4024,W,S127200251900668,"[""S124600251909917"",""S124600251909957"",""S124600251909977""]",1Z250101738,240.6,240.79,245.7,T,224.0,T,"[3,3]","[80.31(1),83.55(2),76.75(3)]",80.31,83.55,76.75,,"[385,399,368]","[459,459]","[68,70,70]","[4414,4410,4410,4410]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x70,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x70,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x70,25522,2025-08-20 09:08:20,,A2
10.18.12.19,50:d4:48:4b:73:ff,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3624,W,S127200251903378,"[""S124600251904866"",""S124600251903692"",""S124600251903337""]",1Z251700429,217.59,217.97,224.1,T,220.0,T,"[3,3]","[71.93(1),72.9(2),72.77(3)]",71.93,72.9,72.77,,"[348,352,350]","[459,459]","[63,67,70]","[4500,4500,4470,4500]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x78,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x78,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x78,25512,2025-08-20 09:08:20,,A2
10.18.12.20,50:d4:48:4b:74:d7,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,4000,W,S127200251901912,"[""S124600251904578"",""S124600251903778"",""S124600251903683""]",1Z251702083,236.5,235.4,241.48,T,220.0,T,"[3,3]","[77.12(1),79.9(2),79.49(3)]",77.12,79.9,79.49,,"[370,381,381]","[459,459]","[64,66,70]","[4890,4890,4890,4890]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x72,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x72,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x72,25530,2025-08-20 09:08:20,,A2
10.18.12.21,50:d4:48:4b:70:8a,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3636,W,S127200251904963,"[""S124600251902797"",""S124600251902597"",""S124600251902777""]",1Z251701196,223.29,222.81,227.31,T,220.0,T,"[3,3]","[75.45(1),74.53(2),73.31(3)]",75.45,74.53,73.31,,"[359,355,351]","[459,459]","[70,70,70]","[3960,3933,3960,3963]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x86,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x86,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x86,25491,2025-08-20 09:08:20,,A2
10.18.12.22,50:d4:48:4b:72:c2,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,4104,W,S127200251904549,"[""S124600251903024"",""S124600251903029"",""S124600251902998""]",1Z251701223,245.02,244.81,250.22,T,228.0,T,"[3,3]","[81.55(1),81.6(2),82.02(3)]",81.55,81.6,82.02,,"[391,390,392]","[459,459]","[70,67,70]","[4560,4590,4560,4560]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x75,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x75,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x75,25489,2025-08-20 09:08:20,,A2
10.18.12.23,50:d4:48:4b:77:b0,Online,A2,A2-230T,SealMiner,Gamma,Bitdeer-Seal,3852,W,S127200251900011,"[""S124600251902619"",""S124600251902944"",""S124600251902826""]",1Z250100751,233.79,233.41,238.83,T,230.0,T,"[3,3]","[76.45(1),77.99(2),79.35(3)]",76.45,77.99,79.35,,"[367,373,379]","[459,459]","[64,67,71]","[4440,4414,4410,4384]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x69,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x69,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x69,25490,2025-08-20 09:08:20,,A2
10.18.12.24,50:d4:48:4b:77:fe,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,4176,W,S127200251904729,"[""S124600251915720"",""S124600251914491"",""S124600251914367""]",1Z250100714,244.38,243.49,246.46,T,224.0,T,"[3,3]","[80.87(1),79.68(2),83.84(3)]",80.87,79.68,83.84,,"[382,378,396]","[459,459]","[67,66,70]","[5010,4995,4980,5049]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x89,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x89,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x89,25454,2025-08-20 09:08:20,,A2
10.18.12.25,50:d4:48:4b:71:bf,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3912,W,S127200251900414,"[""S124600251915507"",""S124600251915083"",""S124600251915371""]",1Z251701341,234.1,233.96,236.74,T,222.0,T,"[3,3]","[76.62(1),79.03(2),78.45(3)]",76.62,79.03,78.45,,"[364,375,372]","[459,459]","[63,68,70]","[4890,4894,4890,4890]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x107,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x107,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x107,25413,2025-08-20 09:08:20,,A2
10.18.12.26,50:d4:48:4b:72:93,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3796,W,S127200251903601,"[""S124600251905210"",""S124600251903270"",""S124600251903949""]",1Z250101292,226.91,226.96,232.28,T,220.0,T,"[3,3]","[76.89(1),74.96(2),75.07(3)]",76.89,74.96,75.07,,"[367,361,361]","[459,459]","[70,68,69]","[4200,4204,4174,4170]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x106,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x106,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x106,25426,2025-08-20 09:08:20,,A2
10.18.12.27,50:d4:48:4b:75:bd,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3784,W,S127200251904142,"[""S124600251901280"",""S124600251901256"",""S124600251900946""]",1Z250100265,225.77,225.86,231.22,T,220.0,T,"[3,3]","[74.33(1),76.67(2),74.78(3)]",74.33,76.67,74.78,,"[358,368,358]","[459,459]","[66,67,70]","[4830,4834,4834,4834]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x27,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x27,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x27,25445,2025-08-20 09:08:20,,A2
10.18.12.28,50:d4:48:4b:78:9d,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3720,W,S127200251904731,"[""S124600251902460"",""S124600251902505"",""S124600251902503""]",1Z250100028,226.97,226.22,231.72,T,224.0,T,"[3,3]","[74.65(1),75.91(2),76.41(3)]",74.65,75.91,76.41,,"[356,363,367]","[459,459]","[64,67,70]","[4350,4350,4320,4380]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x103,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x103,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x103,25455,2025-08-20 09:08:20,,A2
10.18.12.29,50:d4:48:4b:73:c2,Online,A2,A2-230T,SealMiner,Gamma,Bitdeer-Seal,2628,W,S127200251902704,"[""S124600251902253"",""S124600251903079""]",1Z251700579,156.66,156.26,159.99,T,230.0,T,"[2,3]","[77.38(1),79.27(3)]",77.38,,79.27,,"[370,380]","[306,459]","[59,70]","[5250,5250,5255,5250]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x29,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x29,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x29,25486,2025-08-20 09:08:20,,A2
10.18.12.30,50:d4:48:4b:77:63,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3812,W,S127200251900480,"[""S124600251909360"",""S124600251908889"",""S124600251909383""]",1Z251700412,228.29,227.7,232.02,T,222.0,T,"[3,3]","[75.75(1),74.19(2),78.37(3)]",75.75,74.19,78.37,,"[361,355,372]","[459,459]","[66,66,70]","[4410,4380,4380,4414]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x73,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x73,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x73,25426,2025-08-20 09:08:20,,A2
10.18.12.31,50:d4:48:4b:72:7c,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3732,W,S127200251903156,"[""S124600251904515"",""S124600251904997"",""S124600251903300""]",1Z251701923,224.13,223.91,229.36,T,220.0,T,"[3,3]","[78.14(1),75.91(2),70.13(3)]",78.14,75.91,70.13,,"[372,364,339]","[459,459]","[70,70,67]","[4114,4084,4080,4084]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x77,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x77,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x77,25431,2025-08-20 09:08:20,,A2
10.18.12.32,50:d4:48:4b:77:28,Online,A2,A2-232T,SealMiner,Gamma,Bitdeer-Seal,4112,W,S127200251900347,"[""S124600251909922"",""S124600251909983"",""S124600251909730""]",1Z250101760,245.82,245.95,250.58,T,232.0,T,"[3,3]","[83.0(1),81.77(2),81.04(3)]",83.0,81.77,81.04,,"[397,390,388]","[459,459]","[75,72,72]","[4620,4650,4654,4650]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x71,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x71,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x71,25418,2025-08-20 09:08:20,,A2
10.18.12.33,50:d4:48:4b:78:95,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3852,W,S127200251904937,"[""S124600251915265"",""S124600251915517"",""S124600251915346""]",1Z251700915,230.06,229.6,234.5,T,224.0,T,"[3,3]","[75.13(1),78.27(2),76.67(3)]",75.13,78.27,76.67,,"[359,373,368]","[459,459]","[66,69,70]","[5105,5130,5100,5105]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x97,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x97,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x97,25431,2025-08-20 09:08:20,,A2
10.18.12.34,50:d4:48:4b:78:98,Online,A2,A2-230T,SealMiner,Gamma,Bitdeer-Seal,3928,W,S127200251904853,"[""S124600251902436"",""S124600251902458"",""S124600251902562""]",1Z251700978,234.95,235.4,241.75,T,230.0,T,"[3,3]","[76.39(1),79.03(2),79.53(3)]",76.39,79.03,79.53,,"[369,381,383]","[459,459]","[62,66,70]","[5105,5105,5105,5100]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x82,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x82,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x82,25428,2025-08-20 09:08:20,,A2
10.18.12.35,50:d4:48:4b:77:9c,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3744,W,S127200251904036,"[""S124600251905072"",""S124600251905075"",""S124600251904433""]",1Z251700109,226.47,225.8,230.45,T,222.0,T,"[3,3]","[74.03(1),75.41(2),77.03(3)]",74.03,75.41,77.03,,"[353,359,368]","[459,459]","[65,67,70]","[4350,4384,4380,4354]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x96,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x96,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x96,25433,2025-08-20 09:08:20,,A2
10.18.12.36,50:d4:48:4b:74:df,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3792,W,S127200251902267,"[""S124600251903290"",""S124600251903284"",""S124600251904539""]",1Z251701782,227.46,226.96,232.16,T,224.0,T,"[3,3]","[74.72(1),78.42(2),74.33(3)]",74.72,78.42,74.33,,"[358,374,356]","[459,459]","[65,70,70]","[4354,4380,4350,4350]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x101,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x101,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x101,25431,2025-08-20 09:08:20,,A2
10.18.12.37,50:d4:48:4b:71:ec,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3716,W,S127200251901820,"[""S124600251915263"",""S124600251915529"",""S124600251915518""]",1Z251700867,223.56,223.25,230.01,T,222.0,T,"[3,3]","[73.37(1),75.16(2),75.03(3)]",73.37,75.16,75.03,,"[355,362,361]","[459,459]","[63,66,71]","[4410,4444,4414,4414]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x91,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x91,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x91,25432,2025-08-20 09:08:20,,A2
10.18.12.38,50:d4:48:4b:78:1f,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3660,W,S127200251904408,"[""S124600251914764"",""S124600251912217"",""S124600251914924""]",1Z251702114,223.18,222.78,229.11,T,222.0,T,"[3,3]","[71.03(1),74.88(2),77.29(3)]",71.03,74.88,77.29,,"[343,360,371]","[459,459]","[63,66,70]","[4290,4260,4290,4294]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x102,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x102,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x102,25432,2025-08-20 09:08:20,,A2
10.18.12.39,50:d4:48:4b:77:ef,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3760,W,S127200251905010,"[""S124600251914854"",""S124600251915129"",""S124600251915193""]",1Z251700975,229.29,228.76,234.72,T,224.0,T,"[3,3]","[74.12(1),77.55(2),77.62(3)]",74.12,77.55,77.62,,"[356,371,373]","[459,459]","[65,69,70]","[4200,4200,4170,4170]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x105,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x105,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x105,25438,2025-08-20 09:08:20,,A2
10.18.12.40,50:d4:48:4b:78:9a,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3824,W,S127200251904887,"[""S124600251915190"",""S124600251914767"",""S124600251915182""]",1Z251701099,229.81,229.47,234.24,T,222.0,T,"[3,3]","[76.86(1),76.53(2),76.42(3)]",76.86,76.53,76.42,,"[367,365,366]","[459,459]","[68,70,70]","[4384,4354,4350,4354]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x94,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x94,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x94,25435,2025-08-20 09:08:20,,A2
10.18.12.41,50:d4:48:4b:6c:24,Online,A2,A2-226T,SealMiner,Gamma,Bitdeer-Seal,3860,W,S127200251903716,"[""S124600251902263"",""S124600251902096"",""S124600251902341""]",1Z251701734,227.09,226.75,232.65,T,226.0,T,"[3,3]","[74.01(1),76.39(2),76.7(3)]",74.01,76.39,76.7,,"[357,367,367]","[459,459]","[69,71,74]","[6546,6540,6546,6510]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x92,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x92,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x92,25376,2025-08-20 09:08:20,,A2
10.18.12.42,50:d4:48:4b:77:0a,Online,A2,A2-226T,SealMiner,Gamma,Bitdeer-Seal,3960,W,S127200251901867,"[""S124600251909703"",""S124600251909711"",""S124600251910187""]",1Z251701646,235.86,235.93,242.05,T,226.0,T,"[3,3]","[79.36(1),76.53(2),79.97(3)]",79.36,76.53,79.97,,"[383,369,383]","[459,459]","[66,65,70]","[5555,5550,5555,5550]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x98,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x98,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x98,25432,2025-08-20 09:08:20,,A2
10.18.12.43,50:d4:48:4b:6c:33,Online,A2,A2-226T,SealMiner,Gamma,Bitdeer-Seal,2556,W,S127200251901237,"[""S124600251902140"",""S124600251902038""]",1Z251701767,152.83,152.5,155.36,T,226.0,T,"[2,3]","[77.26(2),75.57(3)]",,77.26,75.57,,"[368,360]","[306,459]","[68,70]","[5435,5430,5405,5435]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x90,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x90,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x90,25498,2025-08-20 09:08:20,,A2
10.18.12.44,50:d4:48:4b:6b:e1,Online,A2,A2-226T,SealMiner,Gamma,Bitdeer-Seal,4000,W,S127200251901972,"[""S124600251902287"",""S124600251902221"",""S124600251902102""]",1Z251701563,239.02,238.45,244.43,T,226.0,T,"[3,3]","[76.29(1),83.15(2),79.6(3)]",76.29,83.15,79.6,,"[367,397,381]","[459,459]","[65,70,71]","[4654,4650,4650,4650]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x44,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x44,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x44,25425,2025-08-20 09:08:20,,A2
10.18.12.45,50:d4:48:4b:73:44,Online,A2,A2-226T,SealMiner,Gamma,Bitdeer-Seal,3852,W,S127200251904931,"[""S124600251910106"",""S124600251909794"",""S124600251910019""]",1Z251701508,233.12,232.45,237.73,T,226.0,T,"[3,3]","[76.68(1),77.31(2),79.13(3)]",76.68,77.31,79.13,,"[367,369,378]","[459,459]","[66,68,70]","[4534,4500,4500,4470]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x93,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x93,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x93,25416,2025-08-20 09:08:20,,A2
10.18.12.46,50:d4:48:4b:65:46,Online,A2,A2-226T,SealMiner,Gamma,Bitdeer-Seal,3924,W,S127200251903786,"[""S124600251910185"",""S124600251910171"",""S124600251910181""]",1Z251701883,236.64,236.01,241.94,T,226.0,T,"[3,3]","[80.16(1),78.04(2),78.45(3)]",80.16,78.04,78.45,,"[383,374,377]","[459,459]","[70,67,69]","[4564,4564,4594,4564]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x108,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x108,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x108,25417,2025-08-20 09:08:20,,A2
10.18.12.47,50:d4:48:4b:78:25,Online,A2,A2-226T,SealMiner,Gamma,Bitdeer-Seal,2552,W,S127200251904322,"[""S124600251902181"",""S124600251902190""]",1Z251701710,152.76,152.81,156.95,T,226.0,T,"[2,3]","[78.47(2),74.3(3)]",,78.47,74.3,,"[378,358]","[306,459]","[69,70]","[5250,5250,5250,5250]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x47,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x47,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x47,25476,2025-08-20 09:08:20,,A2
10.18.12.48,50:d4:48:4b:73:b8,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,4072,W,S127200251900696,"[""S124600251904531"",""S124600251903287"",""S124600251905028""]",1Z251702096,240.65,240.33,245.49,T,224.0,T,"[3,3]","[79.4(1),82.24(2),79.01(3)]",79.4,82.24,79.01,,"[380,394,378]","[459,459]","[68,70,71]","[5015,5010,5015,4984]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x12x104,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x12x104,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x12x104,25403,2025-08-20 09:08:20,,A2
10.18.13.1,50:d4:48:4b:77:cf,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,4288,W,S127200251904512,"[""S124600251915656"",""S124600251915638"",""S124600251915745""]",1Z251700335,237.49,234.99,241.08,T,228.0,T,"[3,3]","[78.06(1),78.8(2),80.63(3)]",78.06,78.8,80.63,,"[371,375,384]","[459,459]","[69,76,82]","[7680,7297,7620,7717]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x13x94,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x13x94,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x13x94,25276,2025-08-20 09:06:18,,A2
10.18.13.2,50:d4:48:4b:77:cd,Online,A2,A2-230T,SealMiner,Gamma,Bitdeer-Seal,4136,W,S127200251904796,"[""S124600251902878"",""S124600251902655"",""S124600251902885""]",1Z251700841,237.89,238.32,243.9,T,230.0,T,"[3,3]","[75.45(1),81.04(2),81.44(3)]",75.45,81.04,81.44,,"[366,389,389]","[459,459]","[63,68,70]","[6996,6966,6966,6996]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x18x13x98,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x18x13x98,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x18x13x98,25281,2025-08-20 09:06:18,,A2
